"","time","minute","minutes_after_dark","period","subject_race"
"2090",20:35:00,1235,55,"night","black"
"2091",20:36:00,1236,56,"night","black"
"2092",17:25:00,1045,-136,"day","white"
"2093",17:30:00,1050,-131,"day","black"
"2094",17:34:00,1054,-127,"day","black"
"2095",17:38:00,1058,-123,"day","white"
"2096",18:00:00,1080,-101,"day","black"
"2097",18:04:00,1084,-97,"day","black"
"2098",18:35:00,1115,-66,"day","black"
"2099",18:35:00,1115,-66,"day","white"
"2100",18:50:00,1130,-51,"day","white"
"2101",18:53:00,1133,-48,"day","black"
"2102",18:54:00,1134,-47,"day","white"
"2103",19:00:00,1140,-41,"day","black"
"2104",19:00:00,1140,-41,"day","black"
"2105",19:06:00,1146,-35,"day","black"
"2106",19:09:00,1149,-32,"day","black"
"2107",19:45:00,1185,4,"night","black"
"2108",19:53:00,1193,12,"night","black"
"2109",20:05:00,1205,24,"night","black"
"2110",20:07:00,1207,26,"night","black"
"2111",20:10:00,1210,29,"night","white"
"2112",20:22:00,1222,41,"night","white"
"2113",20:42:00,1242,61,"night","white"
"2114",17:30:00,1050,-132,"day","black"
"2115",17:35:00,1055,-127,"day","white"
"2116",17:45:00,1065,-117,"day","black"
"2117",17:55:00,1075,-107,"day","black"
"2118",17:55:00,1075,-107,"day","white"
"2119",17:55:00,1075,-107,"day","white"
"2120",17:57:00,1077,-105,"day","black"
"2121",18:00:00,1080,-102,"day","black"
"2122",18:05:00,1085,-97,"day","white"
"2123",18:07:00,1087,-95,"day","white"
"2124",18:10:00,1090,-92,"day","black"
"2125",18:20:00,1100,-82,"day","black"
"2126",18:30:00,1110,-72,"day","black"
"2127",18:35:00,1115,-67,"day","white"
"2128",18:45:00,1125,-57,"day","white"
"2129",19:05:00,1145,-37,"day","black"
"2130",19:05:00,1145,-37,"day","white"
"2131",19:10:00,1150,-32,"day","white"
"2132",19:15:00,1155,-27,"day","white"
"2133",19:15:00,1155,-27,"day","white"
"2134",20:00:00,1200,18,"night","white"
"2135",20:10:00,1210,28,"night","white"
"2136",20:13:00,1213,31,"night","white"
"2137",20:20:00,1220,38,"night","black"
"2138",20:20:00,1220,38,"night","black"
"2139",20:40:00,1240,58,"night","black"
"2140",21:00:00,1260,78,"night","white"
"2141",21:08:00,1268,86,"night","white"
"2142",17:21:00,1041,-142,"day","white"
"2143",17:50:00,1070,-113,"day","black"
"2144",17:50:00,1070,-113,"day","black"
"2145",17:51:00,1071,-112,"day","white"
"2146",18:05:00,1085,-98,"day","white"
"2147",18:10:00,1090,-93,"day","white"
"2148",18:10:00,1090,-93,"day","white"
"2149",18:15:00,1095,-88,"day","black"
"2150",18:30:00,1110,-73,"day","black"
"2151",18:30:00,1110,-73,"day","white"
"2152",18:33:00,1113,-70,"day","white"
"2153",18:45:00,1125,-58,"day","white"
"2154",20:01:00,1201,18,"night","black"
"2155",20:05:00,1205,22,"night","black"
"2156",20:10:00,1210,27,"night","black"
"2157",20:25:00,1225,42,"night","black"
"2158",20:25:00,1225,42,"night","black"
"2159",20:44:00,1244,61,"night","white"
"2160",20:50:00,1250,67,"night","white"
"2161",20:54:00,1254,71,"night","white"
"2162",21:00:00,1260,77,"night","white"
"2163",21:08:00,1268,85,"night","white"
"2164",17:30:00,1050,-134,"day","white"
"2165",17:37:00,1057,-127,"day","black"
"2166",17:37:00,1057,-127,"day","black"
"2167",17:53:00,1073,-111,"day","white"
"2168",18:02:00,1082,-102,"day","black"
"2169",18:10:00,1090,-94,"day","white"
"2170",18:16:00,1096,-88,"day","white"
"2171",18:20:00,1100,-84,"day","black"
"2172",18:23:00,1103,-81,"day","black"
"2173",18:23:00,1103,-81,"day","black"
"2174",18:25:00,1105,-79,"day","white"
"2175",18:36:00,1116,-68,"day","black"
"2176",18:49:00,1129,-55,"day","white"
"2177",18:54:00,1134,-50,"day","white"
"2178",18:58:00,1138,-46,"day","white"
"2179",19:05:00,1145,-39,"day","black"
"2180",20:30:00,1230,46,"night","black"
"2181",20:30:00,1230,46,"night","white"
"2182",20:30:00,1230,46,"night","white"
"2183",20:45:00,1245,61,"night","black"
"2184",20:51:00,1251,67,"night","black"
"2185",21:00:00,1260,76,"night","white"
"2186",21:03:00,1263,79,"night","black"
"2187",17:30:00,1050,-135,"day","black"
"2188",17:34:00,1054,-131,"day","white"
"2189",17:35:00,1055,-130,"day","black"
"2190",17:45:00,1065,-120,"day","white"
"2191",17:50:00,1070,-115,"day","white"
"2192",17:53:00,1073,-112,"day","white"
"2193",17:54:00,1074,-111,"day","white"
"2194",17:55:00,1075,-110,"day","black"
"2195",17:58:00,1078,-107,"day","white"
"2196",18:00:00,1080,-105,"day","black"
"2197",18:00:00,1080,-105,"day","white"
"2198",18:05:00,1085,-100,"day","black"
"2199",18:07:00,1087,-98,"day","black"
"2200",18:07:00,1087,-98,"day","white"
"2201",18:09:00,1089,-96,"day","white"
"2202",18:15:00,1095,-90,"day","white"
"2203",18:30:00,1110,-75,"day","black"
"2204",18:35:00,1115,-70,"day","black"
"2205",18:45:00,1125,-60,"day","white"
"2206",18:47:00,1127,-58,"day","white"
"2207",18:52:00,1132,-53,"day","black"
"2208",18:53:00,1133,-52,"day","black"
"2209",19:00:00,1140,-45,"day","black"
"2210",19:10:00,1150,-35,"day","white"
"2211",19:13:00,1153,-32,"day","white"
"2212",19:45:00,1185,0,"day","white"
"2213",19:49:00,1189,4,"night","white"
"2214",19:50:00,1190,5,"night","black"
"2215",19:50:00,1190,5,"night","black"
"2216",19:50:00,1190,5,"night","black"
"2217",19:50:00,1190,5,"night","white"
"2218",20:05:00,1205,20,"night","white"
"2219",20:21:00,1221,36,"night","black"
"2220",20:35:00,1235,50,"night","white"
"2221",20:45:00,1245,60,"night","white"
"2222",20:51:00,1251,66,"night","black"
"2223",20:55:00,1255,70,"night","white"
"2224",20:57:00,1257,72,"night","white"
"2225",21:00:00,1260,75,"night","white"
"2226",21:05:00,1265,80,"night","black"
"2227",17:32:00,1052,-134,"day","white"
"2228",17:40:00,1060,-126,"day","white"
"2229",17:45:00,1065,-121,"day","white"
"2230",17:45:00,1065,-121,"day","white"
"2231",18:13:00,1093,-93,"day","white"
"2232",18:45:00,1125,-61,"day","black"
"2233",18:45:00,1125,-61,"day","white"
"2234",19:00:00,1140,-46,"day","white"
"2235",19:15:00,1155,-31,"day","white"
"2236",19:20:00,1160,-26,"day","black"
"2237",19:20:00,1160,-26,"day","white"
"2238",20:00:00,1200,14,"night","white"
"2239",20:21:00,1221,35,"night","white"
"2240",20:27:00,1227,41,"night","black"
"2241",20:30:00,1230,44,"night","black"
"2242",20:30:00,1230,44,"night","white"
"2243",20:40:00,1240,54,"night","white"
"2244",20:42:00,1242,56,"night","white"
"2245",21:00:00,1260,74,"night","white"
"2246",17:25:00,1045,-142,"day","white"
"2247",17:25:00,1045,-142,"day","white"
"2248",17:30:00,1050,-137,"day","white"
"2249",17:40:00,1060,-127,"day","white"
"2250",17:45:00,1065,-122,"day","white"
"2251",17:50:00,1070,-117,"day","black"
"2252",18:00:00,1080,-107,"day","black"
"2253",18:03:00,1083,-104,"day","white"
"2254",18:05:00,1085,-102,"day","black"
"2255",18:09:00,1089,-98,"day","white"
"2256",18:10:00,1090,-97,"day","white"
"2257",18:25:00,1105,-82,"day","black"
"2258",18:30:00,1110,-77,"day","black"
"2259",18:30:00,1110,-77,"day","white"
"2260",18:45:00,1125,-62,"day","white"
"2261",18:48:00,1128,-59,"day","white"
"2262",18:55:00,1135,-52,"day","black"
"2263",18:55:00,1135,-52,"day","white"
"2264",19:00:00,1140,-47,"day","black"
"2265",19:00:00,1140,-47,"day","black"
"2266",19:00:00,1140,-47,"day","white"
"2267",20:00:00,1200,13,"night","white"
"2268",20:20:00,1220,33,"night","white"
"2269",20:20:00,1220,33,"night","white"
"2270",20:35:00,1235,48,"night","white"
"2271",20:45:00,1245,58,"night","black"
"2272",17:45:00,1065,-123,"day","white"
"2273",17:55:00,1075,-113,"day","white"
"2274",18:24:00,1104,-84,"day","black"
"2275",18:35:00,1115,-73,"day","white"
"2276",18:36:00,1116,-72,"day","white"
"2277",18:37:00,1117,-71,"day","white"
"2278",18:55:00,1135,-53,"day","black"
"2279",18:56:00,1136,-52,"day","white"
"2280",19:00:00,1140,-48,"day","black"
"2281",19:00:00,1140,-48,"day","white"
"2282",19:05:00,1145,-43,"day","white"
"2283",19:50:00,1190,2,"night","white"
"2284",20:00:00,1200,12,"night","black"
"2285",20:03:00,1203,15,"night","white"
"2286",20:20:00,1220,32,"night","black"
"2287",20:50:00,1250,62,"night","black"
"2288",21:05:00,1265,77,"night","white"
"2289",17:25:00,1045,-144,"day","black"
"2290",17:29:00,1049,-140,"day","white"
"2291",17:42:00,1062,-127,"day","black"
"2292",17:55:00,1075,-114,"day","white"
"2293",18:00:00,1080,-109,"day","white"
"2294",18:01:00,1081,-108,"day","black"
"2295",18:10:00,1090,-99,"day","white"
"2296",18:20:00,1100,-89,"day","black"
"2297",18:20:00,1100,-89,"day","white"
"2298",18:30:00,1110,-79,"day","white"
"2299",19:14:00,1154,-35,"day","black"
"2300",19:23:00,1163,-26,"day","black"
"2301",19:55:00,1195,6,"night","black"
"2302",19:55:00,1195,6,"night","white"
"2303",19:58:00,1198,9,"night","white"
"2304",20:04:00,1204,15,"night","white"
"2305",20:35:00,1235,46,"night","white"
"2306",20:36:00,1236,47,"night","black"
"2307",20:45:00,1245,56,"night","white"
"2308",17:29:00,1049,-141,"day","white"
"2309",17:40:00,1060,-130,"day","white"
"2310",17:50:00,1070,-120,"day","black"
"2311",18:05:00,1085,-105,"day","black"
"2312",18:07:00,1087,-103,"day","black"
"2313",19:04:00,1144,-46,"day","white"
"2314",19:15:00,1155,-35,"day","black"
"2315",19:51:00,1191,1,"night","black"
"2316",20:18:00,1218,28,"night","white"
"2317",20:20:00,1220,30,"night","black"
"2318",20:35:00,1235,45,"night","black"
"2319",20:40:00,1240,50,"night","white"
"2320",20:40:00,1240,50,"night","white"
"2321",20:42:00,1242,52,"night","black"
"2322",21:00:00,1260,70,"night","white"
"2323",17:30:00,1050,-141,"day","black"
"2324",17:30:00,1050,-141,"day","white"
"2325",17:35:00,1055,-136,"day","white"
"2326",17:43:00,1063,-128,"day","white"
"2327",17:44:00,1064,-127,"day","white"
"2328",17:45:00,1065,-126,"day","white"
"2329",17:50:00,1070,-121,"day","white"
"2330",18:00:00,1080,-111,"day","white"
"2331",18:00:00,1080,-111,"day","white"
"2332",18:10:00,1090,-101,"day","black"
"2333",18:14:00,1094,-97,"day","black"
"2334",18:15:00,1095,-96,"day","white"
"2335",18:20:00,1100,-91,"day","black"
"2336",18:21:00,1101,-90,"day","white"
"2337",18:55:00,1135,-56,"day","black"
"2338",19:04:00,1144,-47,"day","white"
"2339",19:09:00,1149,-42,"day","white"
"2340",19:17:00,1157,-34,"day","black"
"2341",19:17:00,1157,-34,"day","white"
"2342",19:58:00,1198,7,"night","white"
"2343",20:00:00,1200,9,"night","white"
"2344",20:00:00,1200,9,"night","white"
"2345",20:20:00,1220,29,"night","black"
"2346",20:20:00,1220,29,"night","black"
"2347",20:25:00,1225,34,"night","black"
"2348",20:25:00,1225,34,"night","white"
"2349",20:37:00,1237,46,"night","white"
"2350",20:45:00,1245,54,"night","white"
"2351",17:40:00,1060,-132,"day","white"
"2352",17:44:00,1064,-128,"day","black"
"2353",17:50:00,1070,-122,"day","black"
"2354",17:50:00,1070,-122,"day","black"
"2355",17:50:00,1070,-122,"day","white"
"2356",17:55:00,1075,-117,"day","white"
"2357",18:15:00,1095,-97,"day","white"
"2358",18:15:00,1095,-97,"day","white"
"2359",18:16:00,1096,-96,"day","white"
"2360",18:20:00,1100,-92,"day","white"
"2361",18:23:00,1103,-89,"day","white"
"2362",18:25:00,1105,-87,"day","white"
"2363",18:39:00,1119,-73,"day","black"
"2364",18:48:00,1128,-64,"day","white"
"2365",19:00:00,1140,-52,"day","black"
"2366",19:00:00,1140,-52,"day","white"
"2367",19:20:00,1160,-32,"day","white"
"2368",19:23:00,1163,-29,"day","black"
"2369",19:24:00,1164,-28,"day","white"
"2370",20:20:00,1220,28,"night","white"
"2371",20:20:00,1220,28,"night","white"
"2372",20:25:00,1225,33,"night","white"
"2373",20:29:00,1229,37,"night","black"
"2374",20:45:00,1245,53,"night","white"
"2375",21:05:00,1265,73,"night","white"
"2376",17:24:00,1044,-149,"day","white"
"2377",17:26:00,1046,-147,"day","black"
"2378",17:30:00,1050,-143,"day","black"
"2379",17:35:00,1055,-138,"day","white"
"2380",17:35:00,1055,-138,"day","white"
"2381",17:45:00,1065,-128,"day","black"
"2382",17:45:00,1065,-128,"day","white"
"2383",17:46:00,1066,-127,"day","white"
"2384",17:55:00,1075,-118,"day","black"
"2385",18:00:00,1080,-113,"day","white"
"2386",18:12:00,1092,-101,"day","white"
"2387",18:15:00,1095,-98,"day","white"
"2388",18:15:00,1095,-98,"day","white"
"2389",18:23:00,1103,-90,"day","white"
"2390",18:30:00,1110,-83,"day","black"
"2391",18:32:00,1112,-81,"day","white"
"2392",18:40:00,1120,-73,"day","black"
"2393",18:40:00,1120,-73,"day","white"
"2394",18:45:00,1125,-68,"day","black"
"2395",18:47:00,1127,-66,"day","black"
"2396",18:51:00,1131,-62,"day","black"
"2397",18:54:00,1134,-59,"day","white"
"2398",18:54:00,1134,-59,"day","white"
"2399",18:55:00,1135,-58,"day","black"
"2400",19:00:00,1140,-53,"day","white"
"2401",19:09:00,1149,-44,"day","white"
"2402",20:15:00,1215,22,"night","white"
"2403",20:15:00,1215,22,"night","white"
"2404",20:21:00,1221,28,"night","black"
"2405",20:21:00,1221,28,"night","black"
"2406",20:30:00,1230,37,"night","black"
"2407",20:50:00,1250,57,"night","white"
"2408",17:30:00,1050,-143,"day","white"
"2409",17:31:00,1051,-142,"day","black"
"2410",17:36:00,1056,-137,"day","white"
"2411",17:38:00,1058,-135,"day","black"
"2412",17:39:00,1059,-134,"day","white"
"2413",17:44:00,1064,-129,"day","white"
"2414",17:46:00,1066,-127,"day","black"
"2415",17:47:00,1067,-126,"day","white"
"2416",17:49:00,1069,-124,"day","black"
"2417",17:50:00,1070,-123,"day","white"
"2418",18:10:00,1090,-103,"day","black"
"2419",18:11:00,1091,-102,"day","white"
"2420",18:17:00,1097,-96,"day","white"
"2421",18:17:00,1097,-96,"day","white"
"2422",18:20:00,1100,-93,"day","white"
"2423",18:30:00,1110,-83,"day","white"
"2424",18:30:00,1110,-83,"day","white"
"2425",18:32:00,1112,-81,"day","white"
"2426",18:40:00,1120,-73,"day","black"
"2427",18:55:00,1135,-58,"day","white"
"2428",18:55:00,1135,-58,"day","white"
"2429",19:09:00,1149,-44,"day","white"
"2430",19:20:00,1160,-33,"day","white"
"2431",19:27:00,1167,-26,"day","white"
"2432",20:00:00,1200,7,"night","black"
"2433",20:10:00,1210,17,"night","white"
"2434",20:20:00,1220,27,"night","white"
"2435",20:25:00,1225,32,"night","white"
"2436",20:29:00,1229,36,"night","white"
"2437",20:30:00,1230,37,"night","black"
"2438",20:40:00,1240,47,"night","black"
"2439",21:03:00,1263,70,"night","black"
"2440",17:25:00,1045,-149,"day","white"
"2441",17:28:00,1048,-146,"day","white"
"2442",17:30:00,1050,-144,"day","white"
"2443",17:35:00,1055,-139,"day","white"
"2444",17:40:00,1060,-134,"day","white"
"2445",17:45:00,1065,-129,"day","black"
"2446",17:49:00,1069,-125,"day","white"
"2447",17:50:00,1070,-124,"day","white"
"2448",17:55:00,1075,-119,"day","black"
"2449",17:55:00,1075,-119,"day","white"
"2450",18:05:00,1085,-109,"day","white"
"2451",18:06:00,1086,-108,"day","black"
"2452",18:10:00,1090,-104,"day","white"
"2453",18:12:00,1092,-102,"day","black"
"2454",18:15:00,1095,-99,"day","white"
"2455",18:19:00,1099,-95,"day","white"
"2456",18:23:00,1103,-91,"day","white"
"2457",18:26:00,1106,-88,"day","white"
"2458",18:28:00,1108,-86,"day","black"
"2459",18:37:00,1117,-77,"day","white"
"2460",19:15:00,1155,-39,"day","white"
"2461",19:22:00,1162,-32,"day","white"
"2462",19:55:00,1195,1,"night","black"
"2463",20:00:00,1200,6,"night","white"
"2464",20:07:00,1207,13,"night","white"
"2465",20:10:00,1210,16,"night","white"
"2466",20:20:00,1220,26,"night","white"
"2467",20:52:00,1252,58,"night","white"
"2468",20:55:00,1255,61,"night","black"
"2469",21:00:00,1260,66,"night","black"
"2470",21:00:00,1260,66,"night","white"
"2471",17:36:00,1056,-139,"day","white"
"2472",17:37:00,1057,-138,"day","white"
"2473",17:40:00,1060,-135,"day","black"
"2474",17:45:00,1065,-130,"day","white"
"2475",17:47:00,1067,-128,"day","black"
"2476",17:50:00,1070,-125,"day","black"
"2477",17:50:00,1070,-125,"day","white"
"2478",17:53:00,1073,-122,"day","white"
"2479",18:00:00,1080,-115,"day","black"
"2480",18:00:00,1080,-115,"day","black"
"2481",18:05:00,1085,-110,"day","black"
"2482",18:20:00,1100,-95,"day","white"
"2483",18:38:00,1118,-77,"day","white"
"2484",18:44:00,1124,-71,"day","white"
"2485",18:50:00,1130,-65,"day","black"
"2486",18:50:00,1130,-65,"day","white"
"2487",18:56:00,1136,-59,"day","black"
"2488",19:00:00,1140,-55,"day","black"
"2489",19:10:00,1150,-45,"day","black"
"2490",19:20:00,1160,-35,"day","white"
"2491",19:25:00,1165,-30,"day","white"
"2492",19:25:00,1165,-30,"day","white"
"2493",20:03:00,1203,8,"night","black"
"2494",17:30:00,1050,-146,"day","black"
"2495",18:25:00,1105,-91,"day","black"
"2496",18:30:00,1110,-86,"day","black"
"2497",18:40:00,1120,-76,"day","black"
"2498",18:40:00,1120,-76,"day","white"
"2499",18:45:00,1125,-71,"day","white"
"2500",19:20:00,1160,-36,"day","white"
"2501",19:30:00,1170,-26,"day","black"
"2502",19:30:00,1170,-26,"day","white"
"2503",20:15:00,1215,19,"night","black"
"2504",20:15:00,1215,19,"night","black"
"2505",20:30:00,1230,34,"night","black"
"2506",20:47:00,1247,51,"night","white"
"2507",17:30:00,1050,-147,"day","white"
"2508",17:35:00,1055,-142,"day","white"
"2509",17:38:00,1058,-139,"day","white"
"2510",18:10:00,1090,-107,"day","black"
"2511",18:18:00,1098,-99,"day","white"
"2512",18:30:00,1110,-87,"day","black"
"2513",18:40:00,1120,-77,"day","black"
"2514",18:55:00,1135,-62,"day","black"
"2515",20:15:00,1215,18,"night","white"
"2516",20:18:00,1218,21,"night","white"
"2517",20:30:00,1230,33,"night","white"
"2518",20:45:00,1245,48,"night","white"
"2519",17:30:00,1050,-148,"day","black"
"2520",17:55:00,1075,-123,"day","black"
"2521",18:05:00,1085,-113,"day","black"
"2522",18:05:00,1085,-113,"day","white"
"2523",18:30:00,1110,-88,"day","black"
"2524",18:35:00,1115,-83,"day","white"
"2525",18:40:00,1120,-78,"day","black"
"2526",18:50:00,1130,-68,"day","black"
"2527",19:25:00,1165,-33,"day","white"
"2528",19:27:00,1167,-31,"day","white"
"2529",20:06:00,1206,8,"night","black"
"2530",20:15:00,1215,17,"night","black"
"2531",20:47:00,1247,49,"night","white"
"2532",20:48:00,1248,50,"night","black"
"2533",17:24:00,1044,-155,"day","black"
"2534",17:30:00,1050,-149,"day","white"
"2535",17:30:00,1050,-149,"day","white"
"2536",17:30:00,1050,-149,"day","white"
"2537",17:34:00,1054,-145,"day","black"
"2538",17:36:00,1056,-143,"day","white"
"2539",17:42:00,1062,-137,"day","white"
"2540",17:54:00,1074,-125,"day","black"
"2541",18:00:00,1080,-119,"day","white"
"2542",18:01:00,1081,-118,"day","black"
"2543",18:10:00,1090,-109,"day","white"
"2544",18:12:00,1092,-107,"day","white"
"2545",18:13:00,1093,-106,"day","black"
"2546",18:15:00,1095,-104,"day","white"
"2547",18:15:00,1095,-104,"day","white"
"2548",18:28:00,1108,-91,"day","black"
"2549",18:30:00,1110,-89,"day","black"
"2550",18:47:00,1127,-72,"day","black"
"2551",19:07:00,1147,-52,"day","black"
"2552",19:20:00,1160,-39,"day","black"
"2553",20:15:00,1215,16,"night","black"
"2554",20:20:00,1220,21,"night","white"
"2555",20:29:00,1229,30,"night","white"
"2556",20:30:00,1230,31,"night","white"
"2557",21:00:00,1260,61,"night","black"
"2558",17:30:00,1050,-150,"day","white"
"2559",18:00:00,1080,-120,"day","white"
"2560",18:10:00,1090,-110,"day","white"
"2561",18:20:00,1100,-100,"day","black"
"2562",18:29:00,1109,-91,"day","white"
"2563",18:30:00,1110,-90,"day","black"
"2564",18:38:00,1118,-82,"day","white"
"2565",18:47:00,1127,-73,"day","white"
"2566",19:00:00,1140,-60,"day","white"
"2567",19:15:00,1155,-45,"day","white"
"2568",19:30:00,1170,-30,"day","white"
"2569",20:00:00,1200,0,"day","white"
"2570",20:02:00,1202,2,"night","black"
"2571",20:35:00,1235,35,"night","black"
"2572",20:47:00,1247,47,"night","white"
"2573",20:55:00,1255,55,"night","white"
"2574",17:30:00,1050,-151,"day","white"
"2575",17:41:00,1061,-140,"day","black"
"2576",17:45:00,1065,-136,"day","white"
"2577",17:47:00,1067,-134,"day","black"
"2578",18:15:00,1095,-106,"day","white"
"2579",18:29:00,1109,-92,"day","black"
"2580",18:29:00,1109,-92,"day","white"
"2581",18:30:00,1110,-91,"day","black"
"2582",19:00:00,1140,-61,"day","white"
"2583",19:23:00,1163,-38,"day","black"
"2584",19:30:00,1170,-31,"day","white"
"2585",19:30:00,1170,-31,"day","white"
"2586",20:02:00,1202,1,"night","white"
"2587",20:03:00,1203,2,"night","black"
"2588",20:10:00,1210,9,"night","black"
"2589",20:15:00,1215,14,"night","white"
"2590",20:15:00,1215,14,"night","white"
"2591",20:21:00,1221,20,"night","white"
"2592",20:25:00,1225,24,"night","black"
"2593",20:30:00,1230,29,"night","white"
"2594",20:40:00,1240,39,"night","white"
"2595",20:55:00,1255,54,"night","black"
"2596",17:21:00,1041,-161,"day","white"
"2597",17:24:00,1044,-158,"day","black"
"2598",17:25:00,1045,-157,"day","white"
"2599",17:28:00,1048,-154,"day","black"
"2600",17:30:00,1050,-152,"day","black"
"2601",17:34:00,1054,-148,"day","black"
"2602",17:35:00,1055,-147,"day","white"
"2603",17:54:00,1074,-128,"day","black"
"2604",17:55:00,1075,-127,"day","white"
"2605",17:55:00,1075,-127,"day","white"
"2606",17:56:00,1076,-126,"day","black"
"2607",18:00:00,1080,-122,"day","black"
"2608",18:00:00,1080,-122,"day","white"
"2609",18:02:00,1082,-120,"day","black"
"2610",18:10:00,1090,-112,"day","white"
"2611",18:22:00,1102,-100,"day","white"
"2612",18:29:00,1109,-93,"day","white"
"2613",18:30:00,1110,-92,"day","white"
"2614",18:30:00,1110,-92,"day","white"
"2615",18:35:00,1115,-87,"day","black"
"2616",18:37:00,1117,-85,"day","white"
"2617",18:45:00,1125,-77,"day","white"
"2618",18:50:00,1130,-72,"day","white"
"2619",18:50:00,1130,-72,"day","white"
"2620",19:00:00,1140,-62,"day","white"
"2621",19:04:00,1144,-58,"day","white"
"2622",19:14:00,1154,-48,"day","black"
"2623",19:15:00,1155,-47,"day","white"
"2624",19:16:00,1156,-46,"day","black"
"2625",19:18:00,1158,-44,"day","white"
"2626",19:30:00,1170,-32,"day","white"
"2627",19:30:00,1170,-32,"day","white"
"2628",19:35:00,1175,-27,"day","white"
"2629",20:10:00,1210,8,"night","white"
"2630",20:13:00,1213,11,"night","white"
"2631",20:15:00,1215,13,"night","black"
"2632",20:19:00,1219,17,"night","white"
"2633",20:30:00,1230,28,"night","white"
"2634",20:50:00,1250,48,"night","black"
"2635",20:59:00,1259,57,"night","white"
"2636",21:00:00,1260,58,"night","white"
"2637",17:22:00,1042,-161,"day","black"
"2638",17:27:00,1047,-156,"day","white"
"2639",17:30:00,1050,-153,"day","black"
"2640",17:37:00,1057,-146,"day","white"
"2641",17:40:00,1060,-143,"day","black"
"2642",18:07:00,1087,-116,"day","white"
"2643",18:20:00,1100,-103,"day","white"
"2644",18:35:00,1115,-88,"day","black"
"2645",18:45:00,1125,-78,"day","white"
"2646",18:50:00,1130,-73,"day","white"
"2647",18:55:00,1135,-68,"day","white"
"2648",19:07:00,1147,-56,"day","white"
"2649",19:25:00,1165,-38,"day","white"
"2650",19:30:00,1170,-33,"day","white"
"2651",20:40:00,1240,37,"night","white"
"2652",17:21:00,1041,-163,"day","white"
"2653",17:28:00,1048,-156,"day","white"
"2654",17:30:00,1050,-154,"day","white"
"2655",17:38:00,1058,-146,"day","black"
"2656",17:45:00,1065,-139,"day","white"
"2657",17:50:00,1070,-134,"day","black"
"2658",17:50:00,1070,-134,"day","white"
"2659",17:50:00,1070,-134,"day","white"
"2660",17:53:00,1073,-131,"day","white"
"2661",17:55:00,1075,-129,"day","white"
"2662",17:55:00,1075,-129,"day","white"
"2663",17:55:00,1075,-129,"day","white"
"2664",18:00:00,1080,-124,"day","black"
"2665",18:10:00,1090,-114,"day","white"
"2666",18:35:00,1115,-89,"day","white"
"2667",18:43:00,1123,-81,"day","black"
"2668",18:45:00,1125,-79,"day","white"
"2669",18:55:00,1135,-69,"day","black"
"2670",18:59:00,1139,-65,"day","white"
"2671",19:00:00,1140,-64,"day","white"
"2672",19:01:00,1141,-63,"day","white"
"2673",19:03:00,1143,-61,"day","white"
"2674",19:12:00,1152,-52,"day","white"
"2675",19:37:00,1177,-27,"day","white"
"2676",20:25:00,1225,21,"night","white"
"2677",20:26:00,1226,22,"night","white"
"2678",20:30:00,1230,26,"night","white"
"2679",21:00:00,1260,56,"night","white"
"2680",21:05:00,1265,61,"night","black"
"2681",17:27:00,1047,-158,"day","white"
"2682",17:31:00,1051,-154,"day","white"
"2683",17:32:00,1052,-153,"day","white"
"2684",17:46:00,1066,-139,"day","white"
"2685",17:50:00,1070,-135,"day","white"
"2686",17:50:00,1070,-135,"day","white"
"2687",17:57:00,1077,-128,"day","white"
"2688",18:06:00,1086,-119,"day","white"
"2689",18:25:00,1105,-100,"day","black"
"2690",18:26:00,1106,-99,"day","white"
"2691",18:38:00,1118,-87,"day","black"
"2692",18:40:00,1120,-85,"day","black"
"2693",19:00:00,1140,-65,"day","white"
"2694",19:15:00,1155,-50,"day","white"
"2695",19:30:00,1170,-35,"day","black"
"2696",19:30:00,1170,-35,"day","white"
"2697",19:30:00,1170,-35,"day","white"
"2698",19:35:00,1175,-30,"day","white"
"2699",20:10:00,1210,5,"night","white"
"2700",20:15:00,1215,10,"night","black"
"2701",20:19:00,1219,14,"night","white"
"2702",17:35:00,1055,-151,"day","white"
"2703",17:51:00,1071,-135,"day","white"
"2704",17:52:00,1072,-134,"day","white"
"2705",17:54:00,1074,-132,"day","white"
"2706",18:07:00,1087,-119,"day","black"
"2707",18:19:00,1099,-107,"day","black"
"2708",18:20:00,1100,-106,"day","white"
"2709",18:23:00,1103,-103,"day","black"
"2710",18:25:00,1105,-101,"day","white"
"2711",18:37:00,1117,-89,"day","white"
"2712",18:48:00,1128,-78,"day","white"
"2713",18:48:00,1128,-78,"day","white"
"2714",18:53:00,1133,-73,"day","white"
"2715",18:55:00,1135,-71,"day","white"
"2716",19:09:00,1149,-57,"day","black"
"2717",19:10:00,1150,-56,"day","black"
"2718",19:20:00,1160,-46,"day","white"
"2719",19:30:00,1170,-36,"day","white"
"2720",20:10:00,1210,4,"night","white"
"2721",20:10:00,1210,4,"night","white"
"2722",20:15:00,1215,9,"night","white"
"2723",20:15:00,1215,9,"night","white"
"2724",20:30:00,1230,24,"night","black"
"2725",20:32:00,1232,26,"night","white"
"2726",20:34:00,1234,28,"night","white"
"2727",20:35:00,1235,29,"night","black"
"2728",20:40:00,1240,34,"night","white"
"2729",20:45:00,1245,39,"night","white"
"2730",20:53:00,1253,47,"night","white"
"2731",18:27:00,1107,-100,"day","white"
"2732",18:50:00,1130,-77,"day","black"
